,Lieu de la vente,Séance unique,Modalités de visite,Disponible le,Visite virtuelle,Salon,Type de cuisine,Chambres,Salles de bains,Toilettes,Bureau,Grenier,Jardin,Orientation du jardin,Consommation d'énergie primaire,Classe énergétique,Numéro du rapport PEB,Emission CO₂,Consommation théorique totale d'énergie primaire,Mise à prix,Revenu cadastral,Immeuble de rapport,À partir de,Largeur de la façade à rue,Nombre de façades,Parkings intérieurs,Parkings extérieurs,Surface habitable,Salle à manger,Dressing,Salles de douche,Buanderie,Espace professionnel,Cave,Meublé,Porte blindée,Surface du terrain,Terrain à front de rue,Terrain boisé,Terrain arrière,Terrain plat,Raccordement à l'égout,"Eau, gaz & électricité",Surface du jardin,Surface de la terrasse,Concierge,Ascenseur,Accessible aux personnes avec un handicap,Parlophone,Accès sécurisé / alarme,Climatisation,Interphone vidéo,Jacuzzi,Sauna,Piscine,Internet,Type de chauffage,Pompe à chaleur,Panneaux photovoltaïques,Panneaux solaires,Chauffe-eau commun,Double vitrage,Prix,Largeur du terrain à rue,Terrasse,Adresse,Référence externe,Quartier ou lieu-dit,Année de construction,État du bâtiment,Type d’environnement,Surface de la chambre 1,Surface de la chambre 2,Surface de la chambre 3,Surface de la chambre 4,Surface de la chambre 5,Site internet,Surface constructible totale au sol,Surface du salon,Surface de la cuisine,Affectation urbanistique la plus récente sur la base des dénominations utilisées dans le registre des plans,Surface de la cave,Permis de bâtir obtenu,Droit d'achat prioritaire possible,Procédure pour violation de la réglementation urbanistique,Type de zone inondable,Surface de bureau,Attestation as-built,Autorisation de lotissement,Charges mensuelles,Combien de feux ouverts ?,Surface de l'espace professionnel,Type de construction,Obligation de construire,Pourcentage loué,Revenu mensuel actuel,Orientation de la terrasse,Attestation de conformité des citernes à mazout,Nom de l'agent,Nom du bien,Nombre d'annexes,Niveau E (performance énergétique globale),Description libre du PEB,Valeur du bien,Bouquet,Rente mensuelle,Rente indexée,Rente réversible,Vente en nue propriété,Nombre de rentiers,Âge des rentiers,Durée maximale de la rente,Surface du grenier
127,,,,,,,Équipée,9,1,9,Oui,Oui,,,257 kWh/m²,E,20210723-0000593017-01-6,257 kg CO₂/m²,Non communiqué,,4.198 €,,,,3,2,,827 m²,,,4,,,,,,290 m²,,,,,,Oui,50 m²,,,,,Oui,Oui,,,,,,,Gaz,,,,,Oui,2.650.000 €,,,"Zimmerplein 16
2500 - Lier",,Louise-Chatelain,1904,Bon,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Oui,Non,Non,,,,Non,,2,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,Équipée,15,4,,,,,,452 kWh/m²,G,Non communiqué,91 kg CO₂/m²,Non communiqué,,1.695 €,Oui,Après la signature de l’acte,,2,,,330 m²,,,,,,Oui,Oui,,,,,,,,Oui,,17 m²,,,,,,,,,,,,Gaz,,,,,,900.000 €,,,"Avenue Louise 160 Rez
1050 - Bruxelles",,,1898,À restaurer,,17 m²,16 m²,14 m²,16 m²,,4449152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,6 septembre 2021 - 00:00,,,Hyper équipée,10,10,10,,,,,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,,,Oui,Immédiatement,6 m,2,,,310 m²,,,10,,,Oui,Oui,Oui,125 m²,,,,,Connecté,Oui,20 m²,,,Non,Non,Oui,,,,,,Non,,Gaz,,,,,Oui,1.025.000 €,20 m,,"Avenue Louise 160 Rez
1050 - Bruxelles",,,1930,Fraîchement rénové,Isolé,23 m²,17 m²,15 m²,16 m²,,4498677,125 m²,98 m²,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,Équipée,10,7,,,,,,370 kWh/m²,G,Non communiqué,74 kg CO₂/m²,Non communiqué,,1.695 €,Oui,Après la signature de l’acte,,2,,,340 m²,,,,,,,Oui,,,,,,,,Oui,140 m²,,,,,,,,,,,,,Gaz,,,,,Oui,1.100.000 €,,Oui,"Avenue Louise 160 Rez
1050 - Bruxelles",,,1898,À rafraîchir,,20 m²,18 m²,35 m²,31 m²,,4449110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,Hyper équipée,5,1,4,Non,,,,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,,1.274 €,Non,À définir,5 m,2,,,230 m²,,Non,2,,Non,,Non,Non,66 m²,Non,Non,Non,Non,Connecté,Oui,,,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Gaz,Non,Non,Non,Oui,Oui,850.000 €,,,,,,1903,À rafraîchir,,15 m²,15 m²,15 m²,15 m²,22 m²,,66 m²,23 m²,15 m²,"Zone d'habitat (résidentiel, urbain ou rural)",37 m²,,,,Zone non inondable,,,,,,,,,,,,,,,,,,,,,,,,,,,12 m²
132,,,,,280 m²,,6 m²,16 m²,3,45 m²,,Non,,,G,G,84 kg CO₂/m²,Non communiqué,Gaz,,,"Avenue d'Auderghem, 277
1040 - Etterbeek",Après la signature de l’acte,6 m,2,,,35 m²,,,3,,,,90 m²,,6 m,,,,,Oui,Non,,,,Non,Oui,Non,,,,,,425 kWh/m²,,Oui,,,,,Oui,Oui,Connecté,,4447925,,,1924,À rénover,,21 m²,35 m²,18 m²,16 m²,2,,Oui,Pas équipée,8,449.000 €,,250 m²,Non,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)",,,Non,,,Oui,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,Américaine hyper-équipée,4,2,2,,,,,148 kWh/m²,C,20211005-0000596923-01-3,29 kg CO₂/m²,Non communiqué,,1.952 €,Oui,Après la signature de l’acte,,2,,,230 m²,,,2,,,Oui,Non,,66 m²,,,,,Connecté,Oui,,16 m²,,Non,Non,Oui,,,Oui,,,Non,,Gaz,,,,,Oui,750.000 €,,,"Avenue d'Auderghem, 277
1040 - Etterbeek",,,,Excellent état,Isolé,12 m²,14 m²,16 m²,16 m²,,4531345,230 m²,55 m²,,"Zone d'habitat (résidentiel, urbain ou rural)",,Oui,Non,Non,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,Équipée,6,3,5,,,,Sud-ouest,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,,,Oui,Après la signature de l’acte,7 m,2,,,370 m²,,,2,,,Oui,Non,Oui,,,,,,,,80 m²,70 m²,,,,,,,Oui,,,,,Gaz,,,,,Oui,1.250.000 €,,,"Rue Camille Lemonnier , 68
1050 - Ixelles",,,1900,Excellent état,,,,,,,5262 - 1981182,,,,Zone d'habitat mixte (habitat & activité économique),,Oui,,,Zone non inondable,,Non,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,Oui,Équipée,4,3,3,,,,,725 kWh/m²,G,20210901-0000594901-01-2,145 kg CO₂/m²,Non communiqué,,,Oui,,,3,,,300 m²,,,,,,Oui,Non,,80 m²,,,,,,,,20 m²,,,,,,,,,,,,Gaz,Non,Non,Non,,Oui,595.000 €,1 m,,"Av. des Combattants 166
1470 - Bousval",,,,,,,,,,,1534,,,1 m²,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,175 m²,,,,,,Non,,,,D,Non communiqué,Non communiqué,Non communiqué,Non,,,"Avenue de la Chasse, 164
1040 - Etterbeek",Selon le locataire,,,,,1,,Non,,,,,Non,Non,,Non,Non,Non,Non connecté,Non,Non,,,Non,Non,Non,Oui,Non,,Non,,,153 kWh/m²,,,Non,Non,Non,Non,870.000 €,Non,,,5702188,,,2012,,,,,,,,,,,,,,,,,,,Non,,,Non,,,,,,,Non,,,,,,,,,,,,,,,
137,,,,,,Oui,Équipée,5,3,3,,,,Sud-ouest,149 kWh/m²,C,Non communiqué,Non communiqué,Non communiqué,,1.488 €,Non,,,2,,,295 m²,,,,,,,Non,,290 m²,,,,,,,110 m²,20 m²,,,,,,,,,,,,,Non,Non,Non,,Non,875.000 €,,,"Chaussée de la Hulpe 188
1170 - Watermael-Boitsfort",,,1900,,,,,,,,11170-1,,,,,,,,,,,Non,,,,,,,,,Ouest,,,,,,,,,,,,,,,,
138,,,,,,,,6,2,4,Non,,,Nord-ouest,595 kWh/m²,G,20180813-0000533453-01-1,Non communiqué,Non communiqué,,2.421 €,Non,Après la signature de l’acte,,2,,,320 m²,,Non,,,Non,,Non,Non,168 m²,Non,Non,Non,Non,,Non,40 m²,10 m²,,,,,,,,,,,,,Non,Non,Non,Non,Non,850.000 €,,,,,,,À rénover,,,,,,,,,,,,,,,Non,,,,,,,,Toutes sortes,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,4,,,Oui,Oui,,,164 kWh/m²,D,20201203-0000579176-01-2,32 kg CO₂/m²,Non communiqué,,884 €,Oui,Après la signature de l’acte,,2,,,300 m²,,,3,,,Oui,,,140 m²,,,,,,,,,,Non,,Oui,,,,,,,,,,,,,,1.095.000 €,,Oui,"Rue de Laeken 91
1000 - Bruxelles",798/17217,,,Excellent état,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,Semi-équipée,7,4,7,,,,,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,,,Oui,,,,,,580 m²,,,,,,,Non,,,,,,,,,,30 m²,,,,,,,,,,,,Gaz,,,,,Oui,1.120.000 €,,,"Rue Camille Lemonnier , 68
1050 - Ixelles",,,,À rénover,,,,,,,5387 - 1981272,,,,,,,,,,,Non,,,,,,,,,,Non,,,,,,,,,,,,,,,
141,,,,,,,,6,,1,Non,Oui,,,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,,,Non,Après la signature de l’acte,,2,,,394 m²,,,4,,,Oui,,,,,,,,,,,,,Non,,Oui,,,,,,,,Gaz,,,,,,895.000 €,,,"Avenue de l'Hopital Français 15
1081 - Koekelberg",,,1899,,,,,,,,798/17333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,Sud,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,,,Oui,,6 m,2,,,350 m²,,,,,,Oui,Non,,2 m²,Non,,,,,,80 m²,,,,,,,,,,,,,Gaz,,,,,Oui,985.000 €,,,"Avenue de la porte de hal, 17
1060 - St-Gilles",1235 - 20077111,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,5,,4,Non,,,,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,,,Non,Après la signature de l’acte,,2,,,700 m²,,Non,,,Non,,Non,Non,360 m²,Non,Non,Non,Non,,Non,,,,,,,,,,,,,,Gaz,Non,Non,Non,Non,Non,950.000 €,,,,,,,À rénover,,21 m²,17 m²,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,Toutes sortes,,,,,,,,,,,,,,,,,,,,
144,,,,,,,Équipée,4,1,2,,,,,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,,1.073 €,Non,,,2,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,Gaz,Non,Non,Non,,Non,585.000 €,,,"Rue de la Brasserie, 51A
1050 - Ixelles",337-1,,,,,,,,,,,,30 m²,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,Oui,Équipée,9,,2,,,,,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,,,Non,,,2,,1,180 m²,,,5,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,Électrique,Non,Non,Non,,Oui,669.000 €,,,"Rue Pierre Timmermans, 23
1090 - Jette",,,,,,,,,,,2852,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,Oui,Équipée,16,,,,,,,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,,,Oui,,,2,,,480 m²,,,,,,,Non,,300 m²,,,,,,,150 m²,40 m²,,,,,,,,,,,,Gaz,Non,Non,Non,,Non,1.995.000 €,,,"Square de Meeûs 22B boîte 5
1050 - Bruxelles",,,1905,,,,,,,,VIR0084-1,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,Équipée,3,1,2,,,,,253 kWh/m²,E,20191227-0000562530-01-0,39 kg CO₂/m²,Non communiqué,,537 €,,Après la signature de l’acte,5.25 m,3,,,160 m²,,,1,Oui,,,Non,,137 m²,,,,,Connecté,Oui,27 m²,18 m²,,,,,,,,Oui,,,,Gaz,,,,,Oui,520.000 €,,,"Avenue Paul de Lorraine 22
1410 - Waterloo",,cimetiére d'Ixelles,1940,Bon,"Zone d'habitat (résidentiel, urbain ou rural)",11 m²,14 m²,20 m²,,,,,30 m²,15 m²,"Zone d'habitat (résidentiel, urbain ou rural)",15 m²,,,Non,,,,,,,,,,,,Sud-est,,IMMO TK,,,253,,,,,,,,,,,
148,,,,,,,Américaine équipée,5,4,6,Non,,,Sud-est,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,,2.352 €,Oui,À définir,7 m,2,,,385 m²,,Non,4,,Non,,Non,Non,260 m²,Oui,Non,Non,Non,Connecté,Oui,100 m²,80 m²,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,,Non,Non,Non,Oui,Oui,985.000 €,,,,,,1920,Bon,"Zone d'habitat (résidentiel, urbain ou rural)",385 m²,,,,,,,,,Zone de récréation et de séjour,,Oui,,Non,Zone non inondable,,,Oui,,,,Immeuble à appartements,,,3305,,,,,,,,,,,,,,,,,
149,,,,,,,,4,2,2,,,,Nord,599 kWh/m²,G,20210504-0000588168-01-8,156 kg CO₂/m²,Non communiqué,,2.243 €,,Après la signature de l’acte,7 m,2,1,1,250 m²,,,,,,,Non,,143 m²,,,,,Connecté,Oui,40 m²,,,,,,,,Oui,,,,,Mazout,,,,,,895.000 €,7 m,,"Avenue des Mouettes 1
1150 - Woluwe-St-Pierre",,Place Brugmann,1905,À rénover,"Zone d'habitat (résidentiel, urbain ou rural)",16 m²,14 m²,18 m²,14 m²,,,,40 m²,20 m²,"Zone d'habitat (résidentiel, urbain ou rural)",60 m²,Oui,,Non,Zone non inondable,,,,,,,,,,,,,Soille,,,,,,,,,,,,,,
150,,,,1 octobre 2021 - 00:00,,,Américaine hyper-équipée,6,3,3,,,,,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,,,Oui,Immédiatement,,2,,,356 m²,,,,,,Oui,Non,,112 m²,,,,,Connecté,Oui,,4 m²,,Non,Non,,Oui,,,,,Non,,Gaz,,,,,Oui,Faire offre à partir de 1.025.000 €,7 m,,"Parc Industriel 21/a
1440 - Wauthier-Braine",,Bruxelles Sud,,À rénover,Urbain,14 m²,11 m²,9 m²,,,4535170,356 m²,34 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,Équipée,3,3,3,,,,,763 kWh/m²,G,Non communiqué,159 kg CO₂/m²,Non communiqué,,,Oui,Après la signature de l’acte,4.5 m,2,,,115 m²,Oui,,,,,,Non,,40 m²,,,,,,Oui,,4 m²,,,,,,,,,,,,Gaz,,,,,Oui,520.000 €,,,"Rue André Baillon 28 bte 5
1190 - Forest",,BAILLI,,Bon,"Zone d'habitat (résidentiel, urbain ou rural)",17 m²,17 m²,17 m²,,,laurette jolivot,,14 m²,5 m²,,,,,,,,,,,,,,,90,1800,,,,,,,,,,,,,,,,,
152,,,,,,,Semi-équipée,6,4,4,Oui,,,Sud-est,366 kWh/m²,G,20210128-0000581694-01-8,Non communiqué,Non communiqué,,2.689 €,Non,Après la signature de l’acte,,2,,,292 m²,,,,,,Oui,Non,,152 m²,,,,,,Oui,75 m²,,,,,Oui,,,,,,,,Gaz,,,,,Oui,799.000 €,6.5 m,,"Place Albert 1er 9
5081 - Saint-Denis-Bovesse",,,1910,À rafraîchir,,25 m²,20 m²,20 m²,20 m²,16 m²,1094 - 202388,,42 m²,16 m²,,,,,,,15 m²,Non,,,,,,,,,,,,,,,,,,,,,,,,,
